JTWID,PERSID,HHID,ORIGSLA,ORIGLGA,STARTHOUR,DESTSLA,DESTLGA,ARRHOUR,JTWMODE,JTWDIST,JTWTravelTime,JTWElapsedTime,TRAVELPERIOD,ADJTWWGT,WDJTWWGT,WEJTWWGT
Y09H053216P01JTW1,Y09H053216P01,Y09H053216,Nillumbik (S) - Balance,Nillumbik (S),5,Whittlesea (C) - North,Whittlesea (C),5,Vehicle Driver,21.2,30,30,Off Peak,26.44785583,39.45164916, 
Y09H053220P04JTW1,Y09H053220P04,Y09H053220,Nillumbik (S) - Balance,Nillumbik (S),7,Whittlesea (C) - North,Whittlesea (C),7,Vehicle Driver,13.95,20,20,Off Peak,54.34548022, ,132.8006836
Y09H053225P02JTW1,Y09H053225P02,Y09H053225,Nillumbik (S) - Balance,Nillumbik (S),8,Whittlesea (C) - South-West,Whittlesea (C),9,Vehicle Driver,15.05,20,20,AM Peak (7am to 9am),31.78050541,54.20403361, 
Y09H053225P03JTW1,Y09H053225P03,Y09H053225,Nillumbik (S) - Balance,Nillumbik (S),8,Banyule (C) - Heidelberg,Banyule (C),9,Vehicle Driver,22.79,50,50,AM Peak (7am to 9am),30.5778534,51.98629615, 
Y09H053228P01JTW1,Y09H053228P01,Y09H053228,Nillumbik (S) - Balance,Nillumbik (S),7,Whitehorse (C) - Box Hill,Whitehorse (C),16,Vehicle Driver,163.35,165,587,Off Peak,37.736316, ,91.35945683
Y09H053230P01JTW1,Y09H053230P01,Y09H053230,Nillumbik (S) - Balance,Nillumbik (S),9,Nillumbik (S) - Balance,Nillumbik (S),9,Vehicle Passenger,1.4,2,2,Off Peak,36.24409907,62.14202883, 
Y09H053230P02JTW1,Y09H053230P02,Y09H053230,Nillumbik (S) - Balance,Nillumbik (S),9,Nillumbik (S) - Balance,Nillumbik (S),13,Vehicle Driver,5.04,20,250,Off Peak,29.43655855,49.44642798, 
Y09H053231P01JTW1,Y09H053231P01,Y09H053231,Nillumbik (S) - Balance,Nillumbik (S),8,Nillumbik (S) - Balance,Nillumbik (S),8,Vehicle Driver,1.3,5,5,AM Peak (7am to 9am),30.79861695,46.26528061, 
Y09H053231P02JTW1,Y09H053231P02,Y09H053231,Nillumbik (S) - Balance,Nillumbik (S),8,Darebin (C) - Preston,Darebin (C),9,Vehicle Driver,24.28,60,60,AM Peak (7am to 9am),26.36954341,39.48550277, 
Y09H053231P03JTW1,Y09H053231P03,Y09H053231,Nillumbik (S) - Balance,Nillumbik (S),8,Nillumbik (S) - Balance,Nillumbik (S),8,Vehicle Driver,1.3,5,5,AM Peak (7am to 9am),45.16606072,66.35535238, 
Y09H053237P03JTW1,Y09H053237P03,Y09H053237,Nillumbik (S) - Balance,Nillumbik (S),8,Banyule (C) - Heidelberg,Banyule (C),9,Vehicle Driver,22.43,45,45,AM Peak (7am to 9am),40.19179617,59.04745189, 
Y09H053240P02JTW1,Y09H053240P02,Y09H053240,Nillumbik (S) - Balance,Nillumbik (S),8,Whittlesea (C) - North,Whittlesea (C),8,Vehicle Driver,21.71,31,31,AM Peak (7am to 9am),30.46408959,51.99844194, 
Y09H053304P01JTW1,Y09H053304P01,Y09H053304,Whittlesea (C) - South-West,Whittlesea (C),6,Hume (C) - Craigieburn,Hume (C),7,Vehicle Driver,13.67,20,20,Off Peak,92.47013238,115.1024629, 
Y09H053314P02JTW1,Y09H053314P02,Y09H053314,Whittlesea (C) - South-West,Whittlesea (C),6,Darebin (C) - Preston,Darebin (C),6,Vehicle Driver,4.68,10,10,Off Peak,154.9530927, ,395.9023433
Y09H053315P02JTW1,Y09H053315P02,Y09H053315,Whittlesea (C) - South-West,Whittlesea (C),8,Darebin (C) - Preston,Darebin (C),8,Vehicle Driver,10.18,35,35,AM Peak (7am to 9am),100.8352727,163.1921769, 
Y09H053316P02JTW1,Y09H053316P02,Y09H053316,Whittlesea (C) - South-West,Whittlesea (C),7,Whitehorse (C) - Nunawading W.,Whitehorse (C),7,Vehicle Driver,24.03,45,45,AM Peak (7am to 9am),136.2487139,199.0940204, 
Y09H053330P01JTW1,Y09H053330P01,Y09H053330,Whittlesea (C) - South-West,Whittlesea (C),8,Moonee Valley (C) - West,Moonee Valley (C),8,Vehicle Driver,17.24,35,35,AM Peak (7am to 9am),84.51169025,106.8273857, 
Y09H053339P02JTW1,Y09H053339P02,Y09H053339,Whittlesea (C) - South-West,Whittlesea (C),14,Banyule (C) - Heidelberg,Banyule (C),15,Vehicle Driver,9.36,25,25,Off Peak,107.8167521,169.9328904, 
Y09H053410P01JTW1,Y09H053410P01,Y09H053410,Hume (C) - Craigieburn,Hume (C),6,Melton (S) - East,Melton (S),6,Vehicle Driver,33.14,50,50,Off Peak,194.0614529,251.2688433, 
Y09H053410P02JTW1,Y09H053410P02,Y09H053410,Hume (C) - Craigieburn,Hume (C),6,Darebin (C) - Preston,Darebin (C),6,Vehicle Driver,22.85,35,35,Off Peak,208.2694857,265.6034335, 
Y09H053410P03JTW1,Y09H053410P03,Y09H053410,Hume (C) - Craigieburn,Hume (C),9,Hume (C) - Craigieburn,Hume (C),9,Walking,1.5,15,15,Off Peak,195.4690905,250.5728647, 
Y09H053411P01JTW1,Y09H053411P01,Y09H053411,Hume (C) - Craigieburn,Hume (C),8,Whittlesea (C) - North,Whittlesea (C),9,Vehicle Driver,17.07,30,30,AM Peak (7am to 9am),219.3354822,281.7693044, 
Y09H053412P01JTW1,Y09H053412P01,Y09H053412,Hume (C) - Craigieburn,Hume (C),6,Hume (C) - Craigieburn,Hume (C),6,Vehicle Passenger,3.24,10,10,Off Peak,185.3972272,240.436325, 
Y09H053412P02JTW1,Y09H053412P02,Y09H053412,Hume (C) - Craigieburn,Hume (C),6,Hume (C) - Craigieburn,Hume (C),6,Vehicle Driver,3.24,10,10,Off Peak,172.53006,224.2199042, 
Y09H053424P01JTW1,Y09H053424P01,Y09H053424,Hume (C) - Craigieburn,Hume (C),16,Moreland (C) - North,Moreland (C),17,Vehicle Driver,16.76,39,40,PM Peak (3pm to 6pm),175.1242718,223.3337626, 
Y09H053425P01JTW1,Y09H053425P01,Y09H053425,Hume (C) - Craigieburn,Hume (C),27,Hume (C) - Broadmeadows,Hume (C),27,Vehicle Driver,11.99,30,30,Off Peak,131.1803305,198.0208099, 
Y09H053425P02JTW1,Y09H053425P02,Y09H053425,Hume (C) - Craigieburn,Hume (C),7,Maribyrnong (C),Maribyrnong (C),8,Vehicle Driver,30.25,60,60,AM Peak (7am to 9am),112.6491646,168.8576707, 
Y09H053430P01JTW1,Y09H053430P01,Y09H053430,Hume (C) - Craigieburn,Hume (C),5,Hume (C) - Broadmeadows,Hume (C),5,Vehicle Driver,13.7,20,20,Off Peak,228.0298407,264.9262147, 
Y09H053430P02JTW1,Y09H053430P02,Y09H053430,Hume (C) - Craigieburn,Hume (C),8,Hume (C) - Craigieburn,Hume (C),8,Walking,1.75,25,25,AM Peak (7am to 9am),282.4842425,329.0086201, 
Y09H053439P01JTW1,Y09H053439P01,Y09H053439,Hume (C) - Craigieburn,Hume (C),7,Brimbank (C) - Keilor,Brimbank (C),8,Vehicle Driver,18.64,30,30,AM Peak (7am to 9am),188.4758169,237.9094991, 
Y09H053440P03JTW1,Y09H053440P03,Y09H053440,Hume (C) - Craigieburn,Hume (C),7,Melbourne (C) - Inner,Melbourne (C),9,Train,29.39,80,80,AM Peak (7am to 9am),214.3656402,278.2172125, 
Y09H053440P04JTW1,Y09H053440P04,Y09H053440,Hume (C) - Craigieburn,Hume (C),7,Moreland (C) - North,Moreland (C),9,Train,43.57,95,95,AM Peak (7am to 9am),214.3656402,278.2172125, 
Y09H053503P02JTW1,Y09H053503P02,Y09H053503,Whittlesea (C) - South-East,Whittlesea (C),7,Whittlesea (C) - South-West,Whittlesea (C),7,Vehicle Driver,5.65,15,15,AM Peak (7am to 9am),78.36272473,117.2781564, 
Y09H053504P01JTW1,Y09H053504P01,Y09H053504,Whittlesea (C) - South-East,Whittlesea (C),7,Whittlesea (C) - South-West,Whittlesea (C),8,Vehicle Driver,9,20,20,AM Peak (7am to 9am),203.2357792,329.9009116, 
Y09H053504P02JTW1,Y09H053504P02,Y09H053504,Whittlesea (C) - South-East,Whittlesea (C),7,Whittlesea (C) - South-West,Whittlesea (C),7,Vehicle Driver,8.29,20,20,AM Peak (7am to 9am),176.8092326,277.0082355, 
Y09H053512P01JTW1,Y09H053512P01,Y09H053512,Whittlesea (C) - South-East,Whittlesea (C),4,Banyule (C) - Heidelberg,Banyule (C),5,Vehicle Driver,12.9,25,25,Off Peak,111.7160073,167.1020996, 
Y09H053515P01JTW1,Y09H053515P01,Y09H053515,Whittlesea (C) - South-East,Whittlesea (C),6,Gr. Dandenong (C) - Dandenong,Greater Dandenong (C),7,Vehicle Driver,44.23,60,60,AM Peak (7am to 9am),159.2310383,254.9258195, 
Y09H053539P01JTW1,Y09H053539P01,Y09H053539,Whittlesea (C) - South-East,Whittlesea (C),7,Melbourne (C) - Remainder,Melbourne (C),8,Vehicle Driver,26.74,50,50,AM Peak (7am to 9am),247.5553591,390.1565005, 
Y09H053539P02JTW1,Y09H053539P02,Y09H053539,Whittlesea (C) - South-East,Whittlesea (C),7,Hume (C) - Broadmeadows,Hume (C),7,Vehicle Driver,15.75,40,40,AM Peak (7am to 9am),201.8031446,323.7316726, 
Y09H053540P01JTW1,Y09H053540P01,Y09H053540,Whittlesea (C) - South-East,Whittlesea (C),9,Whittlesea (C) - North,Whittlesea (C),9,Vehicle Driver,3.33,10,10,Off Peak,175.9420361,282.6715127, 
Y09H053602P01JTW1,Y09H053602P01,Y09H053602,Nillumbik (S) - South-West,Nillumbik (S),7,Melbourne (C) - Inner,Melbourne (C),8,Train,30.54,85,85,AM Peak (7am to 9am),44.79264526,56.21527374, 
Y09H053602P02JTW1,Y09H053602P02,Y09H053602,Nillumbik (S) - South-West,Nillumbik (S),7,Nillumbik (S) - South,Nillumbik (S),7,Vehicle Driver,5.39,10,10,AM Peak (7am to 9am),41.26930524,52.901075, 
Y09H053602P04JTW1,Y09H053602P04,Y09H053602,Nillumbik (S) - South-West,Nillumbik (S),8,Nillumbik (S) - South-West,Nillumbik (S),15,Vehicle Driver,28.87,55,425,AM Peak (7am to 9am),46.72227538,59.08222279, 
Y09H053604P01JTW1,Y09H053604P01,Y09H053604,Nillumbik (S) - South-West,Nillumbik (S),6,Hume (C) - Broadmeadows,Hume (C),7,Vehicle Driver,25.95,35,35,AM Peak (7am to 9am),106.60082,159.7245692, 
Y09H053605P01JTW1,Y09H053605P01,Y09H053605,Nillumbik (S) - South-West,Nillumbik (S),7,Banyule (C) - Heidelberg,Banyule (C),7,Vehicle Driver,21.56,35,35,AM Peak (7am to 9am),102.4850934,154.6745853, 
Y09H053605P02JTW1,Y09H053605P02,Y09H053605,Nillumbik (S) - South-West,Nillumbik (S),8,Manningham (C) - West,Manningham (C),8,Vehicle Driver,17,50,50,AM Peak (7am to 9am),126.9589274,192.0884724, 
Y09H053605P03JTW1,Y09H053605P03,Y09H053605,Nillumbik (S) - South-West,Nillumbik (S),8,Nillumbik (S) - South-West,Nillumbik (S),8,Vehicle Driver,8.6,15,15,AM Peak (7am to 9am),155.7426814,231.5021128, 
Y09H053609P02JTW1,Y09H053609P02,Y09H053609,Nillumbik (S) - South-West,Nillumbik (S),8,Nillumbik (S) - South-West,Nillumbik (S),8,Vehicle Driver,1.84,10,10,AM Peak (7am to 9am),89.7153812,136.6278993, 
Y09H053612P01JTW1,Y09H053612P01,Y09H053612,Nillumbik (S) - South-West,Nillumbik (S),4,Hume (C) - Craigieburn,Hume (C),5,Vehicle Driver,24.94,30,30,Off Peak,75.603033,96.05351904, 
Y09H053615P01JTW1,Y09H053615P01,Y09H053615,Nillumbik (S) - South-West,Nillumbik (S),7,Hume (C) - Craigieburn,Hume (C),8,Vehicle Driver,33.53,25,25,AM Peak (7am to 9am),88.41988337,133.6873856, 
Y09H053616P02JTW1,Y09H053616P02,Y09H053616,Nillumbik (S) - South-West,Nillumbik (S),8,Boroondara (C) - Hawthorn,Boroondara (C),8,Vehicle Driver,25.35,50,50,AM Peak (7am to 9am),73.45636628,109.5140201, 
Y09H053618P01JTW1,Y09H053618P01,Y09H053618,Nillumbik (S) - South-West,Nillumbik (S),5,Hume (C) - Craigieburn,Hume (C),5,Vehicle Driver,33.59,50,50,Off Peak,101.6139033,153.0640581, 
Y09H053618P02JTW1,Y09H053618P02,Y09H053618,Nillumbik (S) - South-West,Nillumbik (S),8,Banyule (C) - Heidelberg,Banyule (C),9,Vehicle Driver,15.46,40,40,AM Peak (7am to 9am),94.56156976,142.7405299, 
Y09H053619P01JTW1,Y09H053619P01,Y09H053619,Nillumbik (S) - South-West,Nillumbik (S),7,Nillumbik (S) - Balance,Nillumbik (S),7,Walking,1.12,15,15,AM Peak (7am to 9am),62.45186574,79.7679421, 
Y09H053624P01JTW1,Y09H053624P01,Y09H053624,Nillumbik (S) - South-West,Nillumbik (S),18,Monash (C) - South-West,Monash (C),18,Vehicle Driver,33.43,45,45,Off Peak,44.09650886,56.77770272, 
Y09H053625P01JTW1,Y09H053625P01,Y09H053625,Nillumbik (S) - South-West,Nillumbik (S),7,Hume (C) - Craigieburn,Hume (C),7,Vehicle Driver,26.51,40,40,AM Peak (7am to 9am),101.6139033,153.0640581, 
Y09H053625P02JTW1,Y09H053625P02,Y09H053625,Nillumbik (S) - South-West,Nillumbik (S),8,Nillumbik (S) - South,Nillumbik (S),8,Vehicle Driver,7.86,22,27,AM Peak (7am to 9am),94.56156976,142.7405299, 
Y09H053625P02JTW2,Y09H053625P02,Y09H053625,Nillumbik (S) - South-West,Nillumbik (S),11,Nillumbik (S) - South,Nillumbik (S),12,Vehicle Driver,9.26,24,54,Off Peak,94.56156976,142.7405299, 
Y09H053625P03JTW1,Y09H053625P03,Y09H053625,Nillumbik (S) - South-West,Nillumbik (S),10,Nillumbik (S) - South,Nillumbik (S),10,Train,16.85,40,40,Off Peak,144.128371,213.4571926, 
Y09H053625P03JTW2,Y09H053625P03,Y09H053625,Nillumbik (S) - South-West,Nillumbik (S),16,Nillumbik (S) - South,Nillumbik (S),17,Vehicle Passenger,6.06,10,10,PM Peak (3pm to 6pm),144.128371,213.4571926, 
Y09H053630P01JTW1,Y09H053630P01,Y09H053630,Nillumbik (S) - South-West,Nillumbik (S),6,Moonee Valley (C) - West,Moonee Valley (C),7,Vehicle Driver,29.13,65,65,AM Peak (7am to 9am),48.05824457,62.03753536, 
Y09H053631P01JTW1,Y09H053631P01,Y09H053631,Nillumbik (S) - South-West,Nillumbik (S),7,Whittlesea (C) - South-West,Whittlesea (C),8,Vehicle Driver,18.92,35,45,AM Peak (7am to 9am),64.66737127,81.43265149, 
Y09H053633P01JTW1,Y09H053633P01,Y09H053633,Nillumbik (S) - South-West,Nillumbik (S),7,Darebin (C) - Preston,Darebin (C),8,Vehicle Driver,19.97,35,35,AM Peak (7am to 9am),63.26658137,78.98048415, 
Y09H053633P03JTW1,Y09H053633P03,Y09H053633,Nillumbik (S) - South-West,Nillumbik (S),6,Melbourne (C) - Inner,Melbourne (C),8,Train,37.95,72,72,AM Peak (7am to 9am),59.12346687,73.98482183, 
Y09H053639P01JTW1,Y09H053639P01,Y09H053639,Nillumbik (S) - South-West,Nillumbik (S),8,Darebin (C) - Preston,Darebin (C),9,Vehicle Driver,20.73,50,60,AM Peak (7am to 9am),94.84239923,142.6181487, 
Y09H053640P02JTW1,Y09H053640P02,Y09H053640,Nillumbik (S) - South-West,Nillumbik (S),8,Darebin (C) - Northcote,Darebin (C),8,Vehicle Driver,22.87,50,50,AM Peak (7am to 9am),155.7426814,231.5021128, 
Y09H053703P03JTW1,Y09H053703P03,Y09H053703,Whittlesea (C) - South-East,Whittlesea (C),9,Stonnington (C) - Prahran,Stonnington (C),10,Vehicle Driver,24.79,45,45,Off Peak,134.2205865,197.0858378, 
Y09H053704P01JTW1,Y09H053704P01,Y09H053704,Whittlesea (C) - South-East,Whittlesea (C),6,Whittlesea (C) - South-East,Whittlesea (C),7,Vehicle Driver,4.05,11,11,AM Peak (7am to 9am),174.5323711,279.7700866, 
Y09H053705P02JTW1,Y09H053705P02,Y09H053705,Whittlesea (C) - South-East,Whittlesea (C),7,Melbourne (C) - Remainder,Melbourne (C),8,Vehicle Driver,21.25,60,60,AM Peak (7am to 9am),217.9576701,351.0462883, 
Y09H053705P03JTW1,Y09H053705P03,Y09H053705,Whittlesea (C) - South-East,Whittlesea (C),6,Melbourne (C) - Inner,Melbourne (C),7,Vehicle Driver,21.94,45,45,AM Peak (7am to 9am),217.9576701,351.0462883, 
Y09H053711P01JTW1,Y09H053711P01,Y09H053711,Whittlesea (C) - South-East,Whittlesea (C),8,Whittlesea (C) - South-East,Whittlesea (C),8,Vehicle Driver,2.92,15,15,AM Peak (7am to 9am),99.55630097,147.7957209, 
Y09H053711P02JTW1,Y09H053711P02,Y09H053711,Whittlesea (C) - South-East,Whittlesea (C),7,Manningham (C) - West,Manningham (C),7,Vehicle Driver,21.33,35,35,AM Peak (7am to 9am),106.981138,158.4848594, 
Y09H053713P02JTW1,Y09H053713P02,Y09H053713,Whittlesea (C) - South-East,Whittlesea (C),5,Hume (C) - Broadmeadows,Hume (C),6,Vehicle Driver,13.78,20,20,Off Peak,115.3331086, ,362.176835
Y09H053715P01JTW1,Y09H053715P01,Y09H053715,Whittlesea (C) - South-East,Whittlesea (C),9,Whittlesea (C) - South-West,Whittlesea (C),9,Vehicle Driver,4,13,13,Off Peak,101.159965,151.2080958, 
Y09H053715P02JTW1,Y09H053715P02,Y09H053715,Whittlesea (C) - South-East,Whittlesea (C),11,Whittlesea (C) - South-West,Whittlesea (C),12,Vehicle Driver,6.24,20,20,Off Peak,86.86962065,128.9392102, 
Y09H053715P03JTW1,Y09H053715P03,Y09H053715,Whittlesea (C) - South-East,Whittlesea (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,28.66,55,55,AM Peak (7am to 9am),132.012444,192.983867, 
Y09H053715P04JTW1,Y09H053715P04,Y09H053715,Whittlesea (C) - South-East,Whittlesea (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,28.66,55,55,AM Peak (7am to 9am),107.6144197,160.1280254, 
Y09H053724P02JTW1,Y09H053724P02,Y09H053724,Whittlesea (C) - South-East,Whittlesea (C),6,Port Phillip (C) - St Kilda,Port Phillip (C),8,Vehicle Driver,27.01,80,80,AM Peak (7am to 9am),158.9573554,256.9689548, 
Y09H053734P03JTW1,Y09H053734P03,Y09H053734,Whittlesea (C) - South-East,Whittlesea (C),7,Banyule (C) - Heidelberg,Banyule (C),7,Vehicle Driver,14.45,20,25,Off Peak,125.0967609, ,398.5064423
Y09H053737P02JTW1,Y09H053737P02,Y09H053737,Whittlesea (C) - South-East,Whittlesea (C),7,Melbourne (C) - Southbank & Docklands,Melbourne (C),8,Motorcycle,23.03,60,60,AM Peak (7am to 9am),91.77351511,137.4035615, 
Y09H053738P02JTW1,Y09H053738P02,Y09H053738,Whittlesea (C) - South-East,Whittlesea (C),8,Hume (C) - Broadmeadows,Hume (C),9,Vehicle Driver,18.51,43,45,AM Peak (7am to 9am),78.36272473,117.2781564, 
Y09H053801P01JTW1,Y09H053801P01,Y09H053801,Whittlesea (C) - South-West,Whittlesea (C),7,Whittlesea (C) - South-West,Whittlesea (C),7,Vehicle Driver,9.27,30,30,AM Peak (7am to 9am),122.6152062,196.9465456, 
Y09H053804P02JTW1,Y09H053804P02,Y09H053804,Whittlesea (C) - South-West,Whittlesea (C),7,Darebin (C) - Preston,Darebin (C),8,Vehicle Driver,10.24,15,15,AM Peak (7am to 9am),106.3548136,171.4353485, 
Y09H053805P01JTW1,Y09H053805P01,Y09H053805,Whittlesea (C) - South-West,Whittlesea (C),6,Whittlesea (C) - North,Whittlesea (C),6,Vehicle Driver,4.35,5,5,Off Peak,123.4104702,199.3488962, 
Y09H053808P03JTW1,Y09H053808P03,Y09H053808,Whittlesea (C) - South-West,Whittlesea (C),7,Whittlesea (C) - South-West,Whittlesea (C),7,Vehicle Driver,8.9,10,10,AM Peak (7am to 9am),171.2715048,295.3696959, 
Y09H053817P01JTW1,Y09H053817P01,Y09H053817,Whittlesea (C) - South-West,Whittlesea (C),5,Wyndham (C) - North,Wyndham (C),5,Vehicle Driver,36.96,45,45,Off Peak,83.70130452,136.0149033, 
Y09H053823P01JTW1,Y09H053823P01,Y09H053823,Whittlesea (C) - South-West,Whittlesea (C),7,Melbourne (C) - Inner,Melbourne (C),8,Vehicle Driver,22.31,70,70,AM Peak (7am to 9am),98.37083211,143.6189805, 
Y09H053823P02JTW1,Y09H053823P02,Y09H053823,Whittlesea (C) - South-West,Whittlesea (C),8,Whittlesea (C) - North,Whittlesea (C),8,Vehicle Driver,20.16,35,35,AM Peak (7am to 9am),112.5620106,163.8130183, 
Y09H053824P01JTW1,Y09H053824P01,Y09H053824,Whittlesea (C) - South-West,Whittlesea (C),7,Banyule (C) - North,Banyule (C),8,Vehicle Driver,9.54,30,30,AM Peak (7am to 9am),108.8841059,175.6294366, 
Y09H053825P01JTW1,Y09H053825P01,Y09H053825,Whittlesea (C) - South-West,Whittlesea (C),7,Hume (C) - Craigieburn,Hume (C),8,Vehicle Driver,15.93,35,45,AM Peak (7am to 9am),132.1440316,212.7209222, 
Y09H053825P02JTW1,Y09H053825P02,Y09H053825,Whittlesea (C) - South-West,Whittlesea (C),6,Manningham (C) - West,Manningham (C),7,Vehicle Driver,24.07,25,25,AM Peak (7am to 9am),162.1033372,256.3680283, 
Y09H053836P03JTW1,Y09H053836P03,Y09H053836,Whittlesea (C) - South-West,Whittlesea (C),10,Hobsons Bay (C) - Altona,Hobsons Bay (C),11,Vehicle Driver,36.01,60,60,Off Peak,108.0213403,155.7423217, 
Y09H053839P01JTW1,Y09H053839P01,Y09H053839,Whittlesea (C) - South-West,Whittlesea (C),8,Darebin (C) - Preston,Darebin (C),8,Vehicle Driver,7.94,20,20,AM Peak (7am to 9am),106.6706667,171.2883653, 
Y09H053839P02JTW1,Y09H053839P02,Y09H053839,Whittlesea (C) - South-West,Whittlesea (C),4,Hume (C) - Broadmeadows,Hume (C),4,Vehicle Driver,11.07,20,20,Off Peak,110.5378355,178.7487873, 
Y09H053839P03JTW1,Y09H053839P03,Y09H053839,Whittlesea (C) - South-West,Whittlesea (C),7,Whittlesea (C) - South-East,Whittlesea (C),7,Vehicle Driver,2.28,5,5,AM Peak (7am to 9am),132.1440316,212.7209222, 
Y09H053839P05JTW1,Y09H053839P05,Y09H053839,Whittlesea (C) - South-West,Whittlesea (C),7,Whittlesea (C) - South-East,Whittlesea (C),8,Vehicle Driver,2.28,15,15,AM Peak (7am to 9am),132.1440316,212.7209222, 
Y09H053840P01JTW1,Y09H053840P01,Y09H053840,Whittlesea (C) - South-West,Whittlesea (C),8,Darebin (C) - Preston,Darebin (C),9,Vehicle Driver,14.04,40,40,AM Peak (7am to 9am),114.8453843,185.9036499, 
Y09H053840P02JTW1,Y09H053840P02,Y09H053840,Whittlesea (C) - South-West,Whittlesea (C),7,Banyule (C) - North,Banyule (C),7,Vehicle Driver,11.87,25,25,AM Peak (7am to 9am),138.6841426,224.0209497, 
Y09H053901P02JTW1,Y09H053901P02,Y09H053901,Whittlesea (C) - South-East,Whittlesea (C),7,Whittlesea (C) - North,Whittlesea (C),8,Vehicle Driver,10.22,30,30,AM Peak (7am to 9am),151.2694864,229.7970924, 
Y09H053904P01JTW1,Y09H053904P01,Y09H053904,Whittlesea (C) - South-East,Whittlesea (C),6,Maroondah (C) - Croydon,Maroondah (C),6,Vehicle Driver,28.41,45,45,Off Peak,76.05768464,112.6293572, 
Y09H053907P02JTW1,Y09H053907P02,Y09H053907,Whittlesea (C) - South-East,Whittlesea (C),23,Darebin (C) - Preston,Darebin (C),23,Vehicle Driver,7.36,10,10,Off Peak,197.3413437, ,590.3163915
Y09H053910P02JTW1,Y09H053910P02,Y09H053910,Whittlesea (C) - South-East,Whittlesea (C),7,Port Phillip (C) - West,Port Phillip (C),8,Tram,25.13,105,105,AM Peak (7am to 9am),78.59544678,117.1776058, 
Y09H053910P04JTW1,Y09H053910P04,Y09H053910,Whittlesea (C) - South-East,Whittlesea (C),7,Banyule (C) - Heidelberg,Banyule (C),7,Vehicle Driver,6.8,17,17,AM Peak (7am to 9am),119.438498,175.3802234, 
Y09H053911P01JTW1,Y09H053911P01,Y09H053911,Whittlesea (C) - South-East,Whittlesea (C),7,Whittlesea (C) - North,Whittlesea (C),7,Vehicle Driver,13.28,25,25,AM Peak (7am to 9am),79.79037595,117.5303711, 
Y09H053915P01JTW1,Y09H053915P01,Y09H053915,Whittlesea (C) - South-East,Whittlesea (C),8,Moonee Valley (C) - West,Moonee Valley (C),8,Vehicle Driver,18.91,40,40,AM Peak (7am to 9am),86.61239867,129.0498535, 
Y09H053916P01JTW1,Y09H053916P01,Y09H053916,Whittlesea (C) - South-East,Whittlesea (C),5,Melbourne (C) - Southbank & Docklands,Melbourne (C),6,Vehicle Driver,20.29,40,40,Off Peak,112.9007043,119.5422355, 
Y09H053918P02JTW1,Y09H053918P02,Y09H053918,Whittlesea (C) - South-East,Whittlesea (C),8,Banyule (C) - North,Banyule (C),9,Walking,3.59,30,30,AM Peak (7am to 9am),162.1085949,246.8842759, 
Y09H053925P01JTW1,Y09H053925P01,Y09H053925,Whittlesea (C) - South-East,Whittlesea (C),21,Banyule (C) - Heidelberg,Banyule (C),21,Vehicle Driver,7.09,30,30,Off Peak,77.04989494,111.5174959, 
Y09H053925P02JTW1,Y09H053925P02,Y09H053925,Whittlesea (C) - South-East,Whittlesea (C),7,Whittlesea (C) - South-West,Whittlesea (C),7,Vehicle Driver,4.32,10,10,AM Peak (7am to 9am),70.98923527,104.9429278, 
Y09H053925P04JTW1,Y09H053925P04,Y09H053925,Whittlesea (C) - South-East,Whittlesea (C),16,Port Phillip (C) - St Kilda,Port Phillip (C),17,Vehicle Driver,22.65,60,60,PM Peak (3pm to 6pm),87.94173734,130.3273363, 
Y09H053930P01JTW1,Y09H053930P01,Y09H053930,Whittlesea (C) - South-East,Whittlesea (C),5,Melbourne (C) - Inner,Melbourne (C),5,Train,22.3,55,55,Off Peak,139.8118591,225.2702182, 
Y09H053930P02JTW1,Y09H053930P02,Y09H053930,Whittlesea (C) - South-East,Whittlesea (C),8,Melbourne (C) - Inner,Melbourne (C),9,Vehicle Driver,18.76,67,67,AM Peak (7am to 9am),126.1685391,200.2255623, 
Y09H053933P01JTW1,Y09H053933P01,Y09H053933,Whittlesea (C) - South-East,Whittlesea (C),9,Banyule (C) - North,Banyule (C),9,Vehicle Driver,2.24,10,10,Off Peak,132.8211961,198.3268669, 
Y09H053937P01JTW1,Y09H053937P01,Y09H053937,Whittlesea (C) - South-East,Whittlesea (C),6,Yarra (C) - North,Yarra (C),7,Vehicle Driver,16.16,30,30,AM Peak (7am to 9am),92.07095764,138.581338, 
